IlmnID,Infinium_Design_Type,CHR,MAPINFO,Relation_to_UCSC_CpG_Island
cg03140135,II,12,13350820,
cg03140866,I,12,49246121,Island
cg03141007,I,12,122250518,S_Shore
cg03142711,II,12,48511584,
cg03143347,II,12,132893664,N_Shelf
cg03144714,I,12,54426694,N_Shore
cg03145042,II,12,99142176,S_Shelf
cg03146412,II,12,132658927,
cg03146625,I,12,54448729,S_Shore
cg03147452,I,12,123868545,Island
cg03147592,II,12,133022955,S_Shore
cg03148419,II,12,4755555,N_Shelf
cg03149245,II,12,132703598,
cg03149699,I,12,42984093,Island
cg03149970,II,12,107078552,
cg03151529,II,12,124248926,S_Shore
cg03152000,II,12,6696982,
cg03156109,I,12,124118386,Island
cg03157182,II,12,132655797,S_Shelf
cg03157633,I,12,13154475,Island
cg03159409,I,12,124779144,N_Shore
cg03159671,I,12,112123840,Island
cg03159877,I,12,118199247,Island
cg03160057,I,12,122432338,
cg03160174,II,12,12015769,
cg03161454,II,12,57617297,N_Shore
cg03161744,II,12,132177250,
cg03162359,II,12,45610751,Island
cg03162823,II,12,95941571,N_Shore
cg03163184,II,12,16763147,
cg03165343,II,12,96883268,N_Shore
cg03176585,II,12,27863646,Island
cg03184588,II,12,31480300,S_Shore
cg03184964,II,12,56584202,S_Shore
cg03185975,I,12,68294258,
cg03187301,II,12,49958768,N_Shelf
cg03188000,II,12,68634913,
cg03188016,II,12,132429529,Island
cg03188064,I,12,122096667,
cg03190379,I,12,49690636,Island
cg03191029,II,12,50505163,Island
cg03191116,II,12,72058171,S_Shore
cg03191794,II,12,83102075,
cg03193417,II,12,56583536,Island
cg03196189,II,12,51488916,
cg03196364,II,12,70083213,
cg03196720,II,12,6473299,Island
cg03196745,II,12,108956112,N_Shore
cg03198269,II,12,108028454,
cg03198733,II,12,7167584,
cg03199644,I,12,69919742,
cg03199745,I,12,54454445,Island
cg03200309,II,12,48722990,N_Shore
cg03204177,II,12,110560955,N_Shore
cg03205584,II,12,79258407,
cg03206503,I,12,26348331,Island
cg03207151,II,12,54442288,S_Shore
cg03208024,II,12,12963527,N_Shelf
cg03208125,II,12,81349606,
cg03208983,II,12,10767011,S_Shore
cg03209166,II,12,11324535,S_Shore
cg03209332,I,12,132670372,N_Shelf
cg03209541,I,12,89919758,Island
cg03211239,II,12,26110518,
cg03211388,II,12,96034280,
cg03212453,II,12,34485526,N_Shelf
cg03212620,II,12,123414345,
cg03213374,II,12,8112512,
cg03214526,II,12,108079950,S_Shore
cg03214715,II,12,57873176,S_Shelf
cg03215137,II,12,54393687,Island
cg03215714,II,12,132564653,N_Shelf
cg03216222,II,12,25348040,Island
cg03218402,II,12,11036074,
cg03218797,II,12,54399468,Island
cg03219658,II,12,114863053,
cg03220751,I,12,109490328,Island
cg03221366,I,12,131943548,Island
cg03222868,II,12,49933636,Island
cg03223126,I,12,111471192,Island
cg03223580,II,12,76742630,S_Shore
cg03224812,II,12,3807404,
cg03225476,I,12,132680972,N_Shore
cg03226218,I,12,57082170,Island
cg03228931,II,12,58236348,N_Shelf
cg03229780,II,12,108238372,Island
cg03237324,I,12,6420052,S_Shore
cg03238639,I,12,57940684,Island
cg03239178,II,12,103358881,N_Shore
cg03239552,I,12,54339653,S_Shore
cg03240059,I,12,52430400,N_Shore
cg03240232,II,12,113448327,
cg03240509,II,12,4918169,N_Shore
cg03240628,I,12,65153403,Island
cg03241244,I,12,122017052,Island
cg03243787,II,12,132980289,N_Shelf
cg03243946,II,12,21811034,S_Shore
cg03244616,I,12,130935837,Island
cg03244974,II,12,109548681,N_Shore
cg03247245,II,12,67272574,
cg03247389,II,12,10366439,S_Shore
cg03247944,II,12,3472883,N_Shelf
cg03248196,II,12,48214108,Island
cg03248292,II,12,92861062,
cg03248483,II,12,121569924,
cg03248799,II,12,56510114,N_Shore
cg03249590,II,12,57040199,S_Shore
cg03249783,II,12,123011792,S_Shore
cg03249863,II,12,58147425,N_Shore
cg03251079,II,12,66218285,Island
cg03251615,I,12,6862186,Island
cg03253385,II,12,15125458,
cg03253625,II,12,102456487,S_Shore
cg03255182,I,12,54423566,Island
cg03255601,II,12,133143874,N_Shelf
cg03255846,I,12,130898843,
cg03257341,I,12,49375499,Island
cg03257475,II,12,31477445,Island
cg03257822,II,12,66216807,N_Shore
cg03258272,II,12,10570179,
cg03259742,II,12,25354328,
cg03260021,II,12,128170477,
cg03260790,II,12,56211718,S_Shore
cg03261428,II,12,123351782,Island
cg03265074,II,12,52603300,
cg03272031,II,12,12509922,Island
cg03272292,II,12,48577362,Island
cg03277819,II,12,772529,
cg03278271,II,12,14436768,
cg03279164,II,12,133485856,S_Shore
cg03281963,II,12,58007138,S_Shore
cg03281981,II,12,115123757,N_Shore
cg03283235,II,12,130354828,
cg03289764,II,12,9799858,N_Shore
cg03291519,II,12,63328969,Island
cg03291865,II,12,150757,
cg03297007,II,12,123450869,Island
cg03302287,II,12,33049650,Island
cg03302951,II,12,122230972,Island
cg03305955,II,12,54417033,S_Shelf
cg03307118,II,12,116955993,
cg03307659,I,12,34547930,
cg03308445,I,12,56584181,S_Shore
cg03308494,II,12,58013267,Island
cg03308628,I,12,95942287,Island
cg03309176,II,12,58003774,N_Shore
cg03309180,I,12,42878176,Island
cg03309328,II,12,99525864,
cg03310242,I,12,2903563,Island
cg03310453,II,12,111180513,Island
cg03311459,I,12,104850321,Island
cg03311849,II,12,80328163,N_Shore
cg03312205,II,12,6832737,N_Shore
cg03312716,II,12,110271581,Island
cg03313212,II,12,104850718,Island
cg03313451,I,12,124383345,
cg03313705,I,12,54322262,S_Shore
cg03314100,II,12,8995660,
cg03316243,II,12,8371924,N_Shelf
cg03316575,II,12,50707901,
cg03318667,II,12,104975516,
cg03318924,II,12,49728150,N_Shore
cg03319070,II,12,125345167,N_Shelf
cg03320170,II,12,42982649,N_Shore
cg03321196,II,12,32192489,
cg03322979,I,12,116922292,
cg03323444,I,12,50188704,Island
cg03325843,II,12,5598236,
cg03326125,II,12,108536895,
cg03326470,II,12,56709735,Island
cg03326792,II,12,56861255,
cg03327347,II,12,93963553,N_Shore
cg03327403,I,12,53298911,S_Shore
cg03327443,II,12,131191052,S_Shelf
cg03328639,I,12,123451280,S_Shore
cg03330747,II,12,56361238,S_Shore
cg03331715,II,12,104689087,
cg03331867,II,12,113376492,Island
cg03333149,I,12,52473731,Island
cg03339560,II,12,50357352,S_Shore
cg03339668,I,12,120241957,Island
cg03340338,II,12,8376090,S_Shore
cg03341523,I,12,122231626,Island
cg03342871,I,12,100378443,Island
cg03343942,II,12,56625109,
cg03344484,II,12,8394446,N_Shore
cg03345628,I,12,89919771,Island
cg03346442,I,12,117316882,Island
cg03347163,II,12,119615508,
cg03347450,II,12,54980847,N_Shore
cg03348079,II,12,95099198,
cg03348474,I,12,54400021,Island
cg03348792,II,12,53075482,
cg03350273,II,12,79198467,S_Shore
cg03351148,II,12,38557661,Island
cg03352106,I,12,21926476,
cg03352776,II,12,111471309,Island
cg03353445,II,12,13043502,N_Shore
cg03354009,II,12,69080458,N_Shore
cg03354235,II,12,111832504,N_Shelf
cg03354810,II,12,33528782,
cg03355286,II,12,20962423,
cg03357762,II,12,120633054,S_Shore
cg03358345,II,12,120222357,
cg03368046,II,12,50790423,
cg03371962,II,12,1772323,Island
cg03379649,II,12,50237340,S_Shore
cg03389111,II,12,75905372,Island
cg03389126,II,12,6945978,
cg03389789,II,12,117429362,
cg03391002,II,12,108566377,
cg03391667,II,12,130941034,
cg03392038,I,12,48152951,Island
cg03393040,II,12,113587340,N_Shelf
cg03393638,II,12,7046730,Island
cg03394309,II,12,10544636,
cg03396103,II,12,116946354,Island
cg03397307,I,12,3862423,Island
cg03399971,II,12,57828847,
cg03400107,I,12,6643557,Island
cg03400587,II,12,66408433,
cg03400938,I,12,6976684,Island
cg03401902,I,12,116971165,
cg03402161,II,12,132835993,N_Shore
cg03402805,I,12,2921865,Island
cg03403116,I,12,7079879,Island
cg03403168,II,12,24770523,
cg03403662,II,12,51420377,S_Shore
cg03404339,I,12,52639319,Island
cg03404362,I,12,132378994,N_Shore
cg03404485,II,12,130947033,
cg03406367,II,12,124948068,N_Shelf
cg03407567,II,12,56545570,N_Shore
cg03407651,I,12,95227997,
cg03408359,II,12,101216596,
cg03408433,II,12,108733370,
cg03409937,I,12,110236627,
cg03410269,II,12,7077969,N_Shore
cg03411579,II,12,76552736,
cg03411949,I,12,62654125,Island
cg03413253,II,12,28022776,
cg03413328,I,12,8851234,Island
cg03414202,I,12,128850432,N_Shore
cg03415518,II,12,97885729,
cg03416628,II,12,54446505,N_Shore
cg03417559,II,12,113914536,Island
cg03419278,I,12,51664245,Island
cg03420866,I,12,129754307,
cg03421510,II,12,92304897,
cg03423228,II,12,125308217,
cg03424345,II,12,130411272,
cg03424602,II,12,121687747,
cg03425609,II,12,6952374,
cg03425615,II,12,133409657,N_Shelf
cg03425731,II,12,8665044,
cg03426174,II,12,109967544,
cg03428247,II,12,110486293,Island
cg03428945,II,12,125819597,S_Shelf
cg03431079,I,12,54145474,S_Shore
cg03432641,I,12,49760606,Island
cg03432814,II,12,117037220,
cg03433030,I,12,132660982,N_Shelf
cg03433236,I,12,88535763,Island
cg03433362,II,12,130919323,
cg03433549,II,12,56498817,Island
cg03434384,II,12,27703097,
cg03434624,I,12,123380883,Island
cg03434950,II,12,52631505,S_Shelf
cg03435277,I,12,104166357,
cg03435771,I,12,38595601,
cg03437025,I,12,53774311,N_Shore
cg03437151,II,12,97438029,
cg03437318,II,12,56474175,Island
cg03437675,II,12,110271625,S_Shore
cg03437713,II,12,120797317,N_Shelf
cg03439805,II,12,109124743,Island
cg03440362,II,12,3782889,
cg03453449,II,12,95945120,S_Shelf
cg03454235,II,12,122658311,
cg03455874,I,12,125478229,Island
cg03462053,II,12,52887263,
cg03466082,I,12,6798118,Island
cg03466342,II,12,52753899,
cg03468072,II,12,39539422,Island
cg03469054,II,12,130387861,Island
cg03476616,II,12,132663593,Island
cg03476860,II,12,30948794,Island
cg03479106,II,12,6961747,Island
cg03485694,II,12,3862473,Island
cg03486832,II,12,122019525,S_Shore
cg03490200,II,12,8975196,
cg03492136,II,12,111137054,
cg03494429,II,12,4417093,
cg03494525,I,12,1059051,Island
cg03495030,II,12,121437256,
cg03495195,II,12,48396862,N_Shore
cg03496157,II,12,122458893,
cg03496777,II,12,15904057,
cg03498173,II,12,89746771,Island
cg03499161,II,12,22254996,
cg03500798,II,12,124068866,N_Shore
cg03501666,II,12,99264415,
cg03502446,I,12,102513777,Island
cg03505148,I,12,58131345,Island
cg03506423,II,12,132872578,Island
cg03506452,II,12,133458949,
cg03507593,I,12,124939480,N_Shore
cg03507641,II,12,1598243,
cg03508504,I,12,130937341,S_Shore
cg03509412,II,12,65515021,Island
cg03509949,II,12,56236869,
cg03510349,I,12,3861616,N_Shore
cg03510435,II,12,14094558,
cg03510486,II,12,53264540,N_Shelf
cg03510605,II,12,115104734,N_Shore
cg03511333,II,12,56367210,N_Shore
cg03511513,II,12,90472777,
cg03512355,I,12,121837704,Island
cg03514086,II,12,118313817,
cg03514660,II,12,131418057,Island
cg03515494,I,12,8068627,
cg03515871,II,12,132913728,S_Shelf
cg03516836,II,12,57881693,N_Shore
cg03521113,II,12,25204672,
cg03522247,I,12,33205429,
cg03522256,II,12,114049895,
cg03523104,II,12,57399475,N_Shore
cg03523485,II,12,132852593,N_Shore
cg03527501,II,12,131917411,N_Shore
cg03529189,II,12,64292138,
cg03529744,I,12,9600884,Island
cg03530754,I,12,128751460,Island
cg03530940,II,12,2198113,
cg03531778,II,12,105498294,N_Shelf
cg03531916,II,12,121454356,Island
cg03532253,II,12,56399235,N_Shore
cg03532709,II,12,31881951,Island
cg03532904,II,12,114877894,N_Shore
cg03533058,II,12,52437571,
cg03534847,II,12,13053055,
cg03534948,II,12,3281841,
cg03535648,II,12,102592479,
cg03535793,II,12,3862594,Island
cg03536474,I,12,54367460,Island
cg03537872,II,12,109459024,
cg03538383,II,12,110399167,
cg03538436,II,12,117799370,Island
cg03539204,I,12,656703,
cg03539765,I,12,9217390,Island
cg03540165,I,12,113573222,Island
cg03540432,II,12,34361589,
cg03540894,II,12,133611606,N_Shelf
cg03541742,I,12,2214720,
cg03542788,II,12,57273210,
cg03543403,II,12,122710630,Island
cg03546806,II,12,114297307,
cg03547366,II,12,132490709,
cg03549024,I,12,108913049,S_Shelf
cg03549571,I,12,49488198,Island
cg03550075,I,12,132278448,S_Shore
cg03552025,I,12,52437451,
cg03552327,II,12,50222455,Island
cg03552687,II,12,94071294,Island
cg03553226,II,12,104606687,N_Shelf
cg03554925,II,12,132102981,
cg03556393,I,12,54378789,Island
cg03557066,II,12,12829156,
cg03557725,II,12,96251912,N_Shore
cg03559073,II,12,114833303,N_Shore
cg03559831,II,12,57481609,Island
cg03559836,II,12,69634561,S_Shore
cg03560652,II,12,122440709,
cg03562770,II,12,39538604,Island
cg03564661,II,12,66642180,
cg03564700,I,12,94853682,Island
cg03565659,II,12,72332624,
cg03565777,I,12,125028339,Island
cg03566156,II,12,49319558,S_Shore
cg03566513,II,12,81332744,S_Shore
cg03567117,II,12,52448859,S_Shelf
cg03567262,II,12,108657870,
cg03567814,I,12,10028019,
cg03568717,II,12,109458732,
cg03568957,II,12,6155761,
cg03569637,II,12,47609357,
cg03570417,II,12,132312461,Island
cg03570920,II,12,72332964,
cg03592103,II,12,53693490,Island
cg03598287,I,12,123898032,
cg03599547,I,12,56123102,Island
cg03600432,II,12,109006223,
cg03600605,II,12,53298424,S_Shore
cg03603505,I,12,122839920,
cg03603924,II,12,54023372,S_Shelf
cg03604573,II,12,111807114,S_Shore
cg03606272,II,12,131096132,
cg03607813,II,12,105948248,
cg03608224,II,12,124773995,
cg03609488,II,12,12044761,
cg03609960,II,12,99288805,Island
cg03610970,II,12,6729018,N_Shore
cg03611241,II,12,125816261,S_Shore
cg03611265,II,12,13132894,
cg03612522,I,12,108733261,
cg03612990,II,12,7456585,
cg03614132,II,12,89453916,
cg03615683,II,12,48156576,S_Shelf
cg03618113,II,12,90163145,
cg03618215,I,12,133365750,Island
cg03618302,II,12,20576950,
cg03618715,I,12,21590536,Island
cg03619081,II,12,133401944,N_Shelf
cg03620158,II,12,63328783,Island
cg03621100,II,12,104322919,N_Shore
cg03621470,II,12,133137479,Island
cg03621504,II,12,116571240,
cg03621974,II,12,7650334,
cg03622831,II,12,53575144,Island
cg03624316,II,12,53693054,N_Shore
cg03625010,II,12,24715484,Island
cg03625285,II,12,186279,N_Shore
cg03625512,II,12,125569850,Island
cg03626024,II,12,108524345,S_Shore
cg03626208,II,12,2443169,
cg03636394,II,12,121477854,
cg03636488,II,12,132551127,
cg03637696,II,12,30354663,S_Shore
cg03638940,II,12,58149384,Island
cg03639749,II,12,133562363,N_Shore
cg03646356,II,12,49463924,Island
cg03650665,II,12,106811292,
cg03651613,I,12,122150514,Island
cg03652173,I,12,82753120,S_Shore
cg03652390,II,12,15873565,
cg03653229,I,12,109973165,
cg03654080,I,12,10306177,
cg03654299,I,12,54389264,Island
cg03654895,II,12,56631575,
cg03655016,I,12,49453990,Island
cg03655049,II,12,89466510,
cg03657350,II,12,100043668,
cg03657660,I,12,49484007,Island
cg03658236,II,12,104063640,
cg03660326,II,12,53895436,S_Shore
cg03665089,I,12,133020273,S_Shore
cg03665360,II,12,54052859,
cg03667228,II,12,128245593,Island
cg03667862,I,12,8123463,Island
cg03668274,I,12,54426903,N_Shore
cg03668470,I,12,57588180,
cg03668495,I,12,53473478,Island
cg03669590,II,12,113592619,Island
cg03670162,II,12,108297339,N_Shore
cg03670441,II,12,27094081,S_Shelf
cg03670736,II,12,13748224,
cg03672499,I,12,7902058,
cg03672933,I,12,100661444,Island
cg03674465,II,12,130618620,
cg03675739,II,12,52702559,Island
cg03676463,II,12,117346207,N_Shelf
cg03677924,II,12,56849618,
cg03677929,II,12,7342174,Island
cg03680150,I,12,4758201,Island
cg03680790,II,12,131281661,
cg03681383,II,12,25801522,
cg03682560,II,12,132923908,S_Shore
cg03683132,II,12,72104067,
cg03685392,II,12,16611443,
cg03685556,II,12,133146337,N_Shore
cg03685843,II,12,130116816,
cg03686952,II,12,49075221,N_Shore
cg03689403,II,12,89749377,S_Shore
cg03689456,I,12,54673398,Island
cg03689601,II,12,44123569,
cg03690812,II,12,111875483,
cg03691549,II,12,53443911,S_Shelf
cg03691818,I,12,53085038,
cg03693197,II,12,54516619,N_Shelf
cg03694077,II,12,68642433,
cg03695597,II,12,70174183,
cg03698892,I,12,110561854,N_Shore
cg03700001,I,12,133073220,N_Shore
cg03700302,II,12,1948578,
cg03700449,I,12,103352326,Island
cg03701001,I,12,51818636,Island
cg03702677,II,12,130935008,N_Shore
cg03704355,II,12,102270112,N_Shore
cg03705319,II,12,12848516,N_Shore
cg03705384,I,12,85674458,Island
cg03707502,II,12,108957979,S_Shore
cg03707749,II,12,86240461,
cg03707945,II,12,33787337,
cg03709792,I,12,3475063,Island
cg03711050,I,12,49297541,
cg03711964,II,12,129429609,Island
cg03712403,I,12,121038155,
cg03713996,II,12,132195583,Island
cg03717750,I,12,80085120,Island
cg03718416,II,12,15917626,
cg03719026,II,12,6619479,
cg03719428,II,12,54376094,N_Shelf
cg03719475,II,12,1036302,
cg03720950,II,12,112629930,
cg03723001,II,12,117147681,
cg03723247,II,12,115135238,N_Shore
cg03723284,II,12,29651041,
cg03724350,II,12,110841516,Island
cg03724640,II,12,6553145,
cg03725354,II,12,70005609,
cg03726532,II,12,121712245,S_Shore
cg03726817,II,12,62650767,N_Shelf
cg03727240,II,12,57963879,
cg03727754,I,12,2564100,
cg03728197,I,12,133335817,Island
cg03728296,I,12,58013271,Island
cg03729092,II,12,117029821,
cg03729853,II,12,52426797,Island
cg03731348,II,12,1041947,
cg03731464,II,12,2801158,S_Shore
cg03732185,I,12,32259544,Island
cg03733196,I,12,52445075,Island
cg03734285,II,12,65222734,S_Shelf
cg03736467,II,12,105501341,Island
cg03736807,II,12,54654045,
cg03737585,I,12,109181537,
cg03737815,I,12,6976487,Island
cg03739409,II,12,72335078,
cg03739480,II,12,57821471,N_Shelf
cg03739877,II,12,48119273,
cg03742132,II,12,81227142,
cg03742214,I,12,107487383,Island
cg03742642,II,12,133354143,
cg03742729,II,12,133201736,
cg03744437,II,12,53645735,Island
cg03744975,II,12,56212418,S_Shore
cg03745386,I,12,29534188,Island
cg03747304,II,12,124908877,N_Shelf
cg03747456,II,12,52586127,
cg03749777,II,12,106533046,Island
cg03751906,II,12,129307800,N_Shore
cg03752800,II,12,51346423,
cg03753241,I,12,109915367,Island
cg03753849,II,12,42877401,Island
cg03754700,II,12,132626213,N_Shore
cg03755957,II,12,104363275,S_Shelf
cg03756485,II,12,102218837,
cg03756640,II,12,102091773,Island
cg03757075,II,12,111499732,
cg03758367,II,12,54867542,
cg03761141,II,12,72078615,N_Shore
cg03761649,I,12,8850719,Island
cg03761750,I,12,6184355,
cg03761814,II,12,50361679,S_Shore
cg03762258,II,12,129571782,
cg03762366,II,12,54366214,N_Shore
cg03762760,I,12,33031216,
cg03763001,II,12,20094141,Island
cg03763344,II,12,133710118,S_Shelf
cg03763624,II,12,63998373,
cg03764352,II,12,22777989,Island
cg03764818,II,12,132827318,N_Shore
cg03765822,II,12,69519871,
cg03766264,II,12,27396229,N_Shore
cg03766373,I,12,52714864,Island
cg03767333,II,12,89938002,
cg03767378,II,12,49375669,S_Shore
cg03767822,I,12,49318735,Island
cg03768717,II,12,131787828,S_Shelf
cg03768727,I,12,121659614,
cg03769383,II,12,41583367,S_Shore
cg03770575,II,12,24414339,
cg03771004,II,12,100867711,
cg03774484,I,12,7079822,Island
cg03776878,II,12,131452292,
cg03777288,II,12,13717033,Island
cg03781098,II,12,7848348,
cg03781931,II,12,85673200,N_Shore
cg03782130,I,12,132219020,N_Shore
cg03782220,II,12,54985731,S_Shelf
cg03782800,II,12,132652459,N_Shore
cg03782861,II,12,97857511,
cg03784363,I,12,38938054,
cg03784614,I,12,32259462,Island
cg03785426,II,12,124419970,N_Shore
cg03785806,II,12,131304373,S_Shore
cg03786043,II,12,34752829,
cg03786709,II,12,42551291,
cg03788004,II,12,102092168,Island
cg03788567,II,12,112847769,S_Shore
cg03789152,I,12,72233372,Island
cg03792839,II,12,131422026,S_Shelf
cg03795157,II,12,133531927,N_Shore
cg03795245,II,12,6929671,N_Shelf
cg03795874,I,12,4648009,Island
cg03797687,I,12,111843585,Island
cg03799473,II,12,125465188,
cg03799530,II,12,111843215,Island
cg03800253,II,12,132840586,N_Shore
cg03800721,II,12,120525338,S_Shore
cg03800797,I,12,52680245,
cg03801385,I,12,131142316,
cg03801902,I,12,4381800,Island
cg03802120,II,12,37936142,
cg03802201,II,12,13069409,
cg03802486,II,12,7254577,
cg03802698,II,12,52993560,N_Shore
cg03803784,I,12,51157550,Island
cg03803796,II,12,3575061,
cg03803818,II,12,110637414,
cg03804255,II,12,90278335,
cg03804732,II,12,14136365,S_Shore
cg03805492,II,12,126168608,Island
cg03806238,II,12,129454105,
cg03806752,II,12,53098326,
cg03806828,I,12,72148478,Island
cg03808158,II,12,104850326,Island
cg03810428,II,12,103218441,Island
cg03812546,II,12,118728016,
cg03815350,II,12,53663042,S_Shore
cg03815621,II,12,108039690,
cg03815913,II,12,20124701,
cg03817774,II,12,100772630,
cg03817911,I,12,104697389,Island
cg03821418,II,12,124859683,S_Shelf
cg03821727,I,12,1026369,
cg03822159,II,12,123867383,N_Shore
cg03822198,II,12,116997535,
cg03823171,II,12,127215338,S_Shelf
cg03823305,I,12,100536683,S_Shore
cg03824997,II,12,118454335,N_Shore
cg03826535,I,12,113659136,Island
cg03826594,I,12,54812085,Island
cg03826601,I,12,9102508,Island
cg03826683,I,12,40093087,
cg03826688,II,12,16756662,
cg03827423,II,12,108955253,N_Shore
cg03827720,II,12,18843724,
cg03829839,II,12,58146821,S_Shore
cg03830282,I,12,57853920,Island
cg03831648,II,12,123430862,
cg03833604,II,12,54378500,N_Shore
cg03833948,II,12,21678044,N_Shelf
cg03833982,II,12,685403,
cg03834261,II,12,96336532,Island
cg03835709,II,12,78230594,
cg03837726,II,12,119633116,
cg03841686,I,12,27863868,Island
cg03841784,II,12,1890922,
cg03841837,I,12,96793963,Island
cg03842440,II,12,41831532,
cg03843000,II,12,114846968,Island
cg03844971,II,12,122518517,S_Shore
cg03846107,II,12,34061681,
cg03846111,II,12,14547229,
cg03846249,II,12,130621750,N_Shore
cg03847768,II,12,32111398,N_Shore
cg03847895,II,12,56652945,S_Shore
cg03848111,I,12,119416585,N_Shelf
cg03848267,II,12,57506361,
cg03848697,I,12,117537264,Island
cg03851965,I,12,4337382,
cg03852680,II,12,6586824,Island
cg03853227,I,12,107487365,Island
cg03853743,I,12,61267009,
cg03854198,I,12,5541311,Island
cg03856366,II,12,54583569,
cg03856949,II,12,51318042,
cg03857047,II,12,104351201,S_Shore
cg03859668,II,12,131649067,N_Shore
cg03860853,II,12,120647948,N_Shelf
cg03861106,II,12,19283881,Island
cg03861784,II,12,66442412,
cg03861798,I,12,125506978,N_Shelf
cg03861966,I,12,94136602,
cg03862226,II,12,57521271,N_Shore
cg03863616,II,12,79257853,
cg03865604,II,12,121717886,
cg03867607,II,12,56554439,
cg03867797,I,12,110939833,Island
cg03868278,II,12,109255347,S_Shelf
cg03869225,II,12,117477105,Island
cg03869932,II,12,34367670,N_Shelf
cg03870172,I,12,113772986,S_Shore
cg03870234,II,12,133118683,
cg03870777,I,12,53342755,N_Shore
cg03870856,II,12,58138780,
cg03871143,II,12,120555025,Island
cg03871329,II,12,110338662,S_Shore
cg03871468,I,12,131623236,Island
cg03872433,II,12,113659039,Island
cg03872655,II,12,133168990,Island
cg03872745,I,12,109125505,Island
cg03874539,II,12,111805149,N_Shore
cg03874728,II,12,96336486,Island
cg03876622,II,12,10876230,S_Shore
cg03877376,II,12,114846162,Island
cg03879294,II,12,120907770,Island
cg03879460,I,12,562272,Island
cg03880506,I,12,132638107,N_Shore
cg03880551,II,12,131074929,
cg03882242,II,12,103889798,Island
cg03882634,II,12,1937968,
cg03883605,II,12,48744947,Island
cg03884572,II,12,111521899,
cg03884792,I,12,49372108,Island
cg03885818,II,12,2299830,
cg03885975,II,12,131142708,
cg03886558,II,12,57869490,Island
cg03888592,II,12,48210934,N_Shelf
cg03888992,II,12,120311375,N_Shelf
cg03890505,II,12,127221782,
cg03892062,I,12,124835216,S_Shelf
cg03892356,II,12,54420837,N_Shelf
cg03893346,II,12,4598353,
cg03893946,II,12,6399263,Island
cg03894188,I,12,66135121,Island
cg03894242,II,12,57513121,
cg03895880,II,12,21015340,
cg03896792,I,12,96794507,Island
cg03897244,II,12,58116898,N_Shelf
cg03897412,I,12,57599056,S_Shore
cg03897452,II,12,130707370,
cg03898044,II,12,76160386,
cg03900474,II,12,115106786,S_Shore
cg03901185,II,12,124087057,S_Shore
cg03902450,I,12,125412894,Island
cg03904128,II,12,129341084,S_Shelf
cg03904769,II,12,124582865,
cg03904876,II,12,54322092,S_Shore
cg03905134,II,12,76146565,
cg03905247,II,12,124880022,
cg03905819,II,12,54385275,N_Shelf
cg03907313,II,12,49087549,
cg03907575,II,12,50898411,N_Shore
cg03909902,II,12,108154529,Island
cg03915648,II,12,115130124,Island
cg03915846,I,12,112451028,Island
cg03916364,II,12,49624394,N_Shelf
cg03916864,I,12,109535384,Island
cg03918426,II,12,28394500,
cg03919488,II,12,63179691,
cg03920169,I,12,6677409,Island
cg03920623,I,12,42632325,Island
cg03921149,I,12,57614100,S_Shelf
cg03921179,I,12,51819019,Island
cg03921416,II,12,59990675,S_Shore
cg03922648,II,12,10607364,
cg03922997,II,12,56418030,
cg03923277,II,12,104359732,Island
cg03923464,II,12,123460173,S_Shore
cg03923561,I,12,54447220,N_Shore
cg03923850,II,12,2372169,
cg03926050,I,12,111020225,N_Shore
cg03926166,I,12,117319395,Island
cg03928154,I,12,131194179,
cg03928182,II,12,71314662,
cg03929575,II,12,29909122,
cg03929977,II,12,5019017,Island
cg03930474,II,12,6772637,S_Shore
cg03933279,II,12,12849136,Island
cg03934493,II,12,124383505,
cg03935116,II,12,31476565,N_Shore
cg03938369,II,12,7889195,
cg03938711,II,12,121024974,S_Shelf
cg03939719,II,12,49379062,S_Shelf
cg03946762,II,12,54785043,Island
cg03948415,II,12,54718738,
cg03952361,I,12,132870378,N_Shore
cg03953506,II,12,17732825,
cg03954045,II,12,43247617,
cg03954086,I,12,117540072,S_Shelf
cg03954343,II,12,15822734,
cg03954667,II,12,11806065,S_Shelf
cg03954861,I,12,6561352,
cg03955314,II,12,31118985,
cg03956243,II,12,54059090,
cg03958041,II,12,65283867,
cg03960244,II,12,112819476,Island
cg03960951,II,12,106976624,N_Shore
cg03961332,I,12,132891553,
cg03963113,II,12,2028355,
cg03966406,II,12,26985412,N_Shore
cg03972398,II,12,54333179,Island
cg03974423,II,12,53614109,Island
cg03975948,II,12,123320751,Island
cg03986640,II,12,56848355,
cg03997296,II,12,8332789,Island
cg03998264,II,12,53932355,
cg03999067,II,12,59730539,
cg03999434,II,12,1639034,Island
cg04001704,I,12,111801136,Island
cg04001726,II,12,112547043,S_Shore
cg04001738,II,12,131589179,
cg04002444,II,12,114843583,Island
cg04002822,II,12,2483094,
cg04003264,II,12,98517260,
cg04004561,II,12,102626348,
cg04005793,II,12,56622893,
cg04006520,II,12,2660504,
cg04008601,II,12,103696126,Island
cg04009342,II,12,25204113,
cg04010915,II,12,110547053,
cg04011247,I,12,25102274,S_Shore
cg04011712,II,12,55863738,
cg04012082,II,12,1905096,N_Shore
cg04012266,I,12,20522384,Island
cg04012797,II,12,116922317,
cg04013089,I,12,133356567,
cg04013561,II,12,131493585,
cg04016326,II,12,14132940,N_Shore
